age,gender,heightCm,weightKg,bodyFatPercent,diastolic,systolic,gripForce,sitAndBendForwardCm,sitUpsCounts,broadJumpCm,performanceClass,genderEncoded,bmi,sitUpsCounts_zGender,gripPerLeanMass,genderXgrip
29.0,F,163.0,54.7,21.3,74.0,120.0,35.5,32.9,66.0,207.0,A,0,20.58790319545335,2.569037012255696,0.8246436029724337,0.0
48.0,F,160.5,58.0,29.8,60.0,109.0,25.0,15.0,37.0,140.0,B,0,22.515309439931677,0.4204290157291685,0.61400923469889,0.0
32.0,M,177.3,77.4,20.9,85.0,142.0,51.2,24.2,36.0,193.0,C,1,24.622009213212284,-0.7694613636342638,0.8362815524783007,51.2
25.0,M,170.0,78.9,18.7,82.0,138.0,38.9,10.2,48.0,245.0,C,1,27.30103806228374,0.2605209946773934,0.6064319198325062,38.9
63.0,F,146.5,41.4,26.1,61.0,126.0,17.0,21.8,12.0,131.0,B,0,19.289683048142667,-1.431819257138527,0.5556536120753336,0.0
25.0,M,179.8,87.6,24.9,80.0,135.0,40.6,18.0,45.0,234.0,B,1,27.097219627295683,0.003025405099479116,0.6171375760781668,40.6
22.0,M,168.7,75.1,21.88911,87.0,141.0,53.0,15.5,50.0,160.0,C,1,26.388200293116338,0.4321847210626696,0.903492072703191,53.0
28.0,F,169.6,68.0,34.6,69.0,126.0,27.2,21.4,26.0,179.0,C,0,23.64053043787825,-0.3945602243326175,0.6116207951070337,0.0
56.0,M,171.8,77.5,26.0,74.0,126.0,36.6,0.4,23.0,180.0,D,1,26.257621486391432,-1.885275585138559,0.6381865736704446,36.6
45.0,F,156.8,51.9,28.4,78.0,146.0,14.1,18.4,34.0,128.0,D,0,21.109368492294873,0.19815922298504507,0.37943617399166857,0.0
56.0,F,159.9,80.72,46.1,88.0,152.0,26.1,24.5,18.0,138.0,D,0,31.570701043999904,-0.9872796716502801,0.5998885724214906,0.0
61.0,M,170.9,69.0,19.2,82.0,143.0,45.3,19.3,34.0,203.0,A,1,23.624627270146927,-0.9411250900195399,0.8125269048643994,45.3
39.0,M,179.3,77.9,24.3,98.0,158.0,38.7,6.9,32.0,234.0,D,1,24.231309153244833,-1.112788816404816,0.6562625592883198,38.7
48.0,M,180.2,87.0,22.0,78.0,129.0,51.3,16.8,42.0,227.0,A,1,26.792280374131103,-0.25447018447843517,0.7559681697612731,51.3
39.0,M,169.2,84.6,35.9,74.0,102.0,37.1,13.9,34.0,165.0,D,1,29.55082742316785,-0.9411250900195399,0.6841408408109374,37.1
24.0,F,154.2,37.3,23.0,66.0,116.0,16.1,17.1,17.0,134.0,D,0,15.687006784525295,-1.061369602564988,0.5605654399220084,0.0
32.0,F,170.0,56.6,27.2,85.0,114.0,28.6,10.9,43.0,159.0,C,0,19.584775086505193,0.8649686012174155,0.6940938919737507,0.0
30.0,F,162.7,51.1,23.9,79.0,136.0,27.7,21.2,33.0,181.0,A,0,19.303932675740402,0.12406929207033725,0.7123184809358373,0.0
22.0,M,166.2,78.7,28.6,77.0,120.0,42.5,7.4,40.0,204.0,D,1,28.49132806515283,-0.4261339108637114,0.75633811339021,42.5
44.0,F,155.4,80.4,37.1,90.0,156.0,20.0,16.6,17.0,126.0,D,0,33.293083486133675,-1.061369602564988,0.3954788853823094,0.0
25.0,M,178.6,78.5,23.7,90.0,140.0,44.3,23.8,60.0,224.0,A,1,24.609724258228425,1.2905033529890506,0.739621507458824,44.3
43.0,F,161.0,65.8,38.2,95.0,141.0,27.2,18.0,36.0,100.0,D,0,25.38482311639211,0.34633908481446074,0.668889741395422,0.0
33.0,M,174.9,79.9,20.7,71.0,130.0,52.1,16.2,76.0,244.0,A,1,26.119638404825626,2.6638131640712603,0.8222762690437447,52.1
63.0,M,164.2,59.1,22.6,80.0,137.0,31.4,12.0,24.0,178.0,C,1,21.920031570779823,-1.799443721945921,0.6864378249102602,31.4
38.0,M,175.7,70.7,21.6,70.0,111.0,41.7,15.1,43.0,236.0,B,1,22.90213080517997,-0.1686383212857971,0.7523164852928441,41.7
27.0,F,161.6,47.1,25.1,98.0,138.0,25.5,20.0,34.0,159.0,C,0,18.03591559651015,0.19815922298504507,0.722832141368959,0.0
26.0,F,160.9,51.5,29.5,82.0,124.0,26.3,29.7,36.0,168.0,B,0,19.892764480097775,0.34633908481446074,0.7243682434758658,0.0
22.0,F,165.7,59.4,34.1,77.0,118.0,21.5,14.9,27.0,149.0,D,0,21.63422928422388,-0.32047029341790967,0.5492456175308982,0.0
27.0,M,177.9,87.8,20.8,90.0,120.0,42.6,18.3,58.0,218.0,C,1,27.742309961227114,1.1188396266037743,0.6126182094291434,42.6
32.0,F,168.0,59.5,22.7,68.0,103.0,29.0,13.1,51.0,182.0,C,0,21.08134920634921,1.457688048535078,0.630523878374118,0.0
30.0,M,178.3,76.0,14.9,81.0,127.0,38.4,20.9,47.0,222.0,A,1,23.906219674881697,0.17468913148475532,0.5937287401818294,38.4
55.0,F,156.3,54.9,35.7,73.0,114.0,23.2,16.1,16.0,135.0,B,0,22.472655199472438,-1.1354595334796957,0.6572107635259358,0.0
28.0,F,164.9,54.18,22.0,72.0,118.0,29.0,17.7,42.0,175.0,B,0,19.924970607174682,0.7908786703027076,0.6862216164541746,0.0
26.0,F,156.9,63.5,32.7,81.0,139.0,27.5,24.8,50.0,177.0,B,0,25.794543012095815,1.3835981176203702,0.6434931146236735,0.0
53.0,F,139.8,64.72,42.9,80.0,139.0,23.6,7.8,7.0,125.0,D,0,33.11495473811964,-1.802268911712066,0.638612457488976,0.0
38.0,M,173.2,94.1,33.1,87.0,154.0,58.1,3.0,44.0,170.0,D,1,31.368506952407873,-0.08280645809315898,0.9229122089689276,58.1
27.0,M,182.1,83.2,8.4,80.0,120.0,49.6,14.1,62.0,245.0,B,1,25.09016022419506,1.4621670793743269,0.650822976150487,49.6
51.0,M,159.0,62.3,20.4,88.0,152.0,42.4,15.7,44.0,198.0,A,1,24.64301253906095,-0.08280645809315898,0.8549972978858982,42.4
47.0,F,157.0,70.9,36.0,68.0,120.0,24.7,14.8,19.0,132.0,D,0,28.763844375025357,-0.9131897407355722,0.5443406205923835,0.0
25.0,F,157.8,44.8,26.8,80.0,127.0,20.6,18.9,38.0,162.0,A,0,17.991360934008647,0.49451894664387636,0.6281713505074161,0.0
30.0,M,178.5,70.1,17.4,92.0,134.0,48.9,15.4,52.0,245.0,A,1,22.000957245643356,0.6038484474479457,0.8445216622396922,48.9
22.0,F,162.2,43.7,20.3,79.0,113.0,21.0,15.8,39.0,168.0,C,0,16.61038647085923,0.5686088775585841,0.6029475521764972,0.0
28.0,F,169.3,68.1,29.8,80.0,128.0,32.7,24.8,33.0,175.0,A,0,23.759275624692755,0.12406929207033725,0.6840116972275565,0.0
27.0,F,156.3,50.7,24.7,83.0,135.0,29.1,25.0,60.0,202.0,A,0,20.75343567601553,2.1244974267674483,0.7622370478637717,0.0
56.0,F,159.2,47.9,26.5,84.0,140.0,25.0,12.1,26.0,141.0,C,0,18.899459609605824,-0.3945602243326175,0.7100961470183064,0.0
24.0,M,161.3,63.3,17.0,77.0,126.0,37.9,4.9,53.0,196.0,D,1,24.329600360370186,0.6896803106405839,0.72136888787377,37.9
35.0,M,176.6,70.1,11.7,71.0,117.0,36.7,14.2,54.0,262.0,B,1,22.476910665662846,0.775512173833222,0.5929080443243191,36.7
48.0,M,178.4,73.8,16.7,86.0,136.0,35.6,10.4,46.0,180.0,B,1,23.188179935249046,0.08885726829211721,0.5790934259882816,35.6
59.0,M,171.0,66.2,15.6,96.0,129.0,37.1,15.6,41.0,184.0,A,1,22.63944461543723,-0.34030204767107325,0.664008247304592,37.1
59.0,M,179.3,69.8,17.6,91.0,134.0,42.7,15.2,23.0,178.0,C,1,21.71175069186764,-1.885275585138559,0.742412440537458,42.7
27.0,M,169.6,68.5,15.7,80.0,150.0,49.4,22.1,59.0,261.0,A,1,23.814357867568532,1.2046714897964126,0.8554779160280888,49.4
64.0,F,161.7,63.5,35.0,68.0,140.0,17.0,-6.1,0.0,70.0,D,0,24.28587109212606,-2.320898428115021,0.4118715929739552,0.0
21.0,F,171.9,69.5,32.1,98.0,142.0,27.4,17.6,34.0,141.0,C,0,23.519768958033623,0.19815922298504507,0.580625337726873,0.0
33.0,M,174.8,69.4,13.6,97.0,153.0,55.7,17.7,59.0,241.0,A,1,22.71311050484633,1.2046714897964126,0.9289278471555128,55.7
28.0,M,175.8,93.3,33.5,80.0,137.0,42.6,11.5,38.0,215.0,D,1,30.188664593258704,-0.5977976372489876,0.6866039697314025,42.6
43.0,M,167.8,68.24,21.1,82.0,118.0,39.5,12.5,31.0,214.0,D,1,24.235674173664368,-1.1986206795974543,0.7336367432026236,39.5
21.0,F,167.9,57.6,25.9,72.0,117.0,24.1,24.4,52.0,196.0,B,0,20.432480407344197,1.5317779794497859,0.5646461238566501,0.0
29.0,M,179.4,77.6,16.5,82.0,141.0,46.1,27.0,54.0,248.0,A,1,24.111089982836383,0.775512173833222,0.7114636705969505,46.1
51.0,M,167.4,56.4,13.2,77.0,123.0,30.8,9.2,46.0,212.0,C,1,20.12649717586704,0.08885726829211721,0.6291466483642187,30.8
26.0,M,183.0,91.5,14.2,89.0,152.0,59.8,24.0,52.0,218.0,A,1,27.322404371584696,0.6038484474479457,0.7617155158138764,59.8
60.0,F,160.1,60.3,35.0,75.0,136.0,27.3,15.0,11.0,101.0,C,0,23.525271720789746,-1.505909188053235,0.6965174129353234,0.0
25.0,M,168.4,67.3,18.5,91.0,126.0,39.9,16.8,45.0,198.0,B,1,23.731811488312516,0.003025405099479116,0.7274450997730153,39.9
22.0,F,164.5,54.6,21.9,84.0,130.0,31.9,23.3,40.0,185.0,A,0,20.177197180366036,0.642698808473292,0.7480782128669452,0.0
60.0,M,173.2,80.5,23.1,98.0,154.0,46.9,8.6,48.0,211.0,C,1,26.834907647915347,0.2605209946773934,0.7576185899248035,46.9
22.0,F,158.1,76.1,40.7,67.0,106.0,26.3,5.2,29.0,137.0,D,0,30.44534620279321,-0.17229043158849405,0.5827957799380864,0.0
63.0,M,162.6,68.7,17.7,93.0,187.0,46.5,18.6,34.0,189.0,A,1,25.984577188945327,-0.9411250900195399,0.822425146046788,46.5
32.0,M,173.0,74.7,12.0,84.0,122.0,53.8,23.0,76.0,274.0,A,1,24.95906979852317,2.6638131640712603,0.8184252160155774,53.8
26.0,M,172.3,118.6,35.4,79.0,144.0,57.3,3.0,29.0,195.0,D,1,39.94975627617071,-1.3702844059827304,0.7478894637645597,57.3
25.0,F,173.0,66.2,27.3,73.0,110.0,35.4,26.3,43.0,183.0,A,0,22.119015002171807,0.8649686012174155,0.7355477337234091,0.0
27.0,F,158.4,51.0,26.3,75.0,118.0,25.9,13.1,39.0,148.0,C,0,20.326369758187937,0.5686088775585841,0.6890680288397585,0.0
25.0,M,169.7,53.0,18.1,90.0,140.0,36.4,17.3,34.0,174.0,D,1,18.403998320721968,-0.9411250900195399,0.8385744234800839,36.4
38.0,M,158.9,69.9,36.0,86.0,147.0,30.1,2.5,26.0,145.0,D,1,27.684034470781466,-1.6277799955606447,0.6728361945636624,30.1
24.0,M,177.5,83.2,19.8,89.0,144.0,47.6,21.6,48.0,254.0,D,1,26.40745883753224,0.2605209946773934,0.713360828697487,47.6
21.0,M,171.1,57.7,13.9,75.0,142.0,44.6,13.6,50.0,229.0,B,1,19.7095084885813,0.4321847210626696,0.8977509928602628,44.6
53.0,M,170.9,66.86,19.8,88.0,140.0,46.8,-4.5,14.0,153.0,D,1,22.891921438869907,-2.657762353872302,0.872780656793553,46.8
30.0,M,170.5,67.8,21.4,75.0,122.0,48.4,11.0,51.0,204.0,B,1,23.32281284130683,0.5180165842553077,0.9082243088863369,48.4
22.0,M,166.0,62.4,20.1,73.0,128.0,38.5,19.1,45.0,185.0,C,1,22.644796051676586,0.003025405099479116,0.7721992233882097,38.5
21.0,M,168.2,64.0,18.5,86.0,143.0,37.9,15.5,66.0,233.0,B,1,22.621843369184244,1.8054945321448792,0.7266104294478528,37.9
41.0,M,174.7,75.2,21.2,74.0,122.0,52.0,22.0,46.0,211.0,A,1,24.63950794378392,0.08885726829211721,0.8775245706879792,52.0
61.0,M,166.9,68.0,24.8,68.0,132.0,40.6,18.2,28.0,190.0,B,1,24.411599674176944,-1.4561162691753686,0.7939612015018773,40.6
50.0,M,183.6,83.9,21.0,92.0,151.0,59.4,21.5,46.0,227.0,A,1,24.889524921563886,0.08885726829211721,0.8961844269096724,59.4
31.0,M,173.4,84.9,33.0,70.0,119.0,33.7,1.4,33.0,190.0,D,1,28.236411601074384,-1.026956953212178,0.5924441397254013,33.7
37.0,M,166.8,74.2,19.9,89.0,129.0,40.3,3.1,43.0,223.0,D,1,26.669312032388472,-0.1686383212857971,0.6780607798203727,40.3
55.0,M,164.9,61.6,20.9,79.0,143.0,39.4,14.4,27.0,189.0,C,1,22.65371335182651,-1.5419481323680067,0.8086098478007454,39.4
51.0,F,167.2,58.52,27.3,80.0,128.0,19.6,12.8,21.0,165.0,C,0,20.933014354066987,-0.7650098789061566,0.4606990779437026,0.0
23.0,F,160.3,46.8,25.6,80.0,123.0,16.0,12.7,17.0,126.0,D,0,18.21288764166065,-1.061369602564988,0.4595165885488467,0.0
37.0,M,169.1,81.6,32.5,95.0,159.0,38.1,-6.3,38.0,161.0,D,1,28.536647034898994,-0.5977976372489876,0.6917211328976035,38.1
50.0,M,175.0,76.9,24.9,88.0,138.0,42.5,13.0,36.0,198.0,C,1,25.110204081632656,-0.7694613636342638,0.7359065242875126,42.5
23.0,M,168.0,57.3,10.1,57.0,112.0,45.6,14.9,50.0,242.0,B,1,20.301870748299322,0.4321847210626696,0.8852185965790962,45.6
48.0,M,177.1,67.8,14.1,69.0,126.0,41.8,16.2,56.0,208.0,A,1,21.616858088514977,0.9471759002184982,0.7177173155311967,41.8
42.0,M,169.0,72.3,23.6,90.0,110.0,46.6,20.7,46.0,240.0,A,1,25.314239697489587,0.08885726829211721,0.8436343623500105,46.6
24.0,F,154.7,62.4,29.9,66.0,100.0,33.0,22.0,49.0,179.0,A,0,26.07377792746058,1.3095081867056624,0.7544167672555689,0.0
22.0,M,170.9,57.1,9.9,70.0,116.0,40.0,12.1,49.0,226.0,B,1,19.550235030802746,0.3463528578700315,0.7774976626476515,40.0
54.0,F,155.9,62.7,35.8,96.0,153.0,27.5,10.0,12.0,100.0,D,0,25.797362744246918,-1.431819257138527,0.6831721047166202,0.0
42.0,M,171.5,91.0,30.3,97.0,132.0,42.8,3.2,27.0,203.0,D,1,30.939489498423274,-1.5419481323680067,0.6747914925820233,42.8
25.0,F,164.9,67.0,32.4,72.0,118.0,28.6,15.4,35.0,149.0,B,0,24.639590820980132,0.2722491538997529,0.6314580941446614,0.0
50.0,M,168.8,76.8,23.2,82.0,132.0,43.1,5.5,39.0,197.0,C,1,26.953572471417974,-0.5119657740563495,0.7307264539930556,43.1
24.0,M,174.5,79.94,11.9,86.0,147.0,55.3,20.2,62.0,268.0,B,1,26.25265802415415,1.4621670793743269,0.7852086567763508,55.3
32.0,M,184.7,85.6,16.0,76.0,153.0,55.1,26.1,50.0,237.0,B,1,25.092271258005123,0.4321847210626696,0.7662995104583891,55.1
61.0,M,171.2,60.9,13.3,68.0,134.0,37.7,-9.9,24.0,176.0,D,1,20.77828849681195,-1.799443721945921,0.7140110946339321,37.7
23.0,F,157.1,48.6,32.8,83.0,124.0,27.1,20.4,43.0,162.0,A,0,19.691731215162147,0.8649686012174155,0.8297815010777972,0.0
23.0,M,173.2,66.7,12.7,90.0,152.0,42.1,19.2,57.0,218.0,C,1,22.234637765415574,1.0330077634111363,0.7230061944972531,42.1
21.0,F,160.7,59.38,31.5,72.0,137.0,26.1,28.5,37.0,155.0,A,0,22.993677706703988,0.4204290157291685,0.6416670559282905,0.0
29.0,M,175.4,70.4,17.3,78.0,133.0,50.4,18.0,60.0,250.0,A,1,22.88302742452827,1.2905033529890506,0.8656700010992634,50.4
33.0,M,176.8,72.2,14.4,75.0,118.0,42.5,15.5,45.0,218.0,B,1,23.097909543211646,0.003025405099479116,0.6876666580371242,42.5
64.0,F,153.8,54.3,37.4,88.0,149.0,20.2,20.0,19.0,111.0,C,0,22.955521246751136,-0.9131897407355722,0.5942609688218924,0.0
51.0,M,173.8,64.6,15.8,82.0,135.0,31.4,12.8,53.0,220.0,B,1,21.38616798272156,0.6896803106405839,0.5772780421082048,31.4
22.0,M,170.8,67.2,13.1,96.0,154.0,44.9,22.1,58.0,234.0,A,1,23.035282374169764,1.1188396266037743,0.768877746725848,44.9
55.0,F,155.1,66.5,39.5,77.0,135.0,24.7,18.2,13.0,102.0,D,0,27.643819569413218,-1.3577293262238193,0.613931523022432,0.0
26.0,F,162.8,54.4,22.2,84.0,132.0,34.6,22.9,57.0,186.0,A,0,20.52532765063477,1.902227634023325,0.8175185241191593,0.0
26.0,M,164.1,63.4,15.2,58.0,129.0,48.2,14.6,44.0,223.0,C,1,23.54355799606444,-0.08280645809315898,0.8965240164275937,48.2
55.0,M,168.3,65.7,23.2,80.0,113.0,38.9,14.6,33.0,191.0,C,1,23.195147448057167,-1.026956953212178,0.7709443176052764,38.9
27.0,M,185.3,75.6,18.9,85.0,141.0,45.1,16.3,56.0,211.0,C,1,22.017649650848416,0.9471759002184982,0.735586740518923,45.1
33.0,M,177.5,68.0,16.9,83.0,117.0,43.5,12.1,52.0,195.0,B,1,21.583019242213847,0.6038484474479457,0.7698025058398812,43.5
58.0,F,151.3,48.5,24.2,88.0,141.0,17.3,19.0,25.0,131.0,B,0,21.186727585425103,-0.46865015524732534,0.4705818349971439,0.0
33.0,F,159.7,51.9,33.1,93.0,135.0,25.7,16.7,35.0,144.0,C,0,20.349677247845346,0.2722491538997529,0.740183922744383,0.0
23.0,F,169.9,54.2,24.9,66.0,106.0,18.2,22.8,21.0,133.0,D,0,18.776408655023676,-0.7650098789061566,0.44712830616987925,0.0
40.0,M,173.8,77.6,28.9,76.0,121.0,45.6,9.8,43.0,198.0,B,1,25.689885997820323,-0.1686383212857971,0.8264822306320414,45.6
22.0,M,175.1,65.04,9.3,66.0,132.0,45.2,13.6,57.0,234.0,B,1,21.21330032181986,1.0330077634111363,0.7662149388858827,45.2
35.0,M,186.4,75.7,18.4,100.0,142.0,54.2,24.0,50.0,230.0,A,1,21.78733260881578,0.4321847210626696,0.877431553863289,54.2
57.0,F,161.1,52.3,30.8,64.0,130.0,28.2,19.4,27.0,159.0,B,0,20.15164983445208,-0.32047029341790967,0.7791863305297363,0.0
45.0,M,175.6,76.9,14.9,80.0,123.0,48.5,10.2,53.0,222.0,B,1,24.938901313297464,0.6896803106405839,0.7411154016005036,48.5
37.0,F,173.5,58.7,19.3,87.0,153.0,30.8,23.8,42.0,189.0,A,0,19.500203473162305,0.7908786703027076,0.650188195706647,0.0
62.0,F,159.8,57.1,32.1,82.0,130.0,25.2,22.3,13.0,127.0,B,0,22.36055394650071,-1.3577293262238193,0.6499720150937944,0.0
21.0,F,161.4,57.5,32.0,77.0,108.0,21.6,2.5,18.0,153.0,D,0,22.072970553505645,-0.9872796716502801,0.5524296675191817,0.0
56.0,F,158.4,49.3,26.0,76.0,116.0,21.3,9.0,5.0,116.0,D,0,19.648824099581674,-1.9504487735414817,0.5838495696507867,0.0
21.0,M,173.7,63.2,9.3,79.0,139.0,40.3,13.1,57.0,244.0,B,1,20.9467881978106,1.0330077634111363,0.7030410450364952,40.3
32.0,M,172.8,76.1,16.8,54.0,118.0,57.4,18.3,55.0,239.0,A,1,25.48573602537722,0.86134403702586,0.9065753563125444,57.4
27.0,M,173.5,74.5,18.6,65.0,121.0,35.3,14.1,50.0,230.0,C,1,24.748980557931716,0.4321847210626696,0.5820952129676962,35.3
27.0,F,164.7,61.7,35.3,62.0,107.0,25.7,14.6,47.0,117.0,C,0,22.745629760868603,1.1613283248762467,0.6437891878486669,0.0
28.0,F,158.0,51.9,26.3,90.0,135.0,24.1,30.9,70.0,191.0,A,0,20.78993751001442,2.865396735914527,0.6300604178267883,0.0
47.0,M,173.2,80.4,24.9,68.0,113.0,39.6,-1.0,37.0,182.0,D,1,26.801572358911727,-0.6836295004416256,0.6558419619611662,39.6
24.0,M,179.7,72.3,19.0,90.0,148.0,41.3,14.1,55.0,229.0,C,1,22.38938390175427,0.86134403702586,0.705223434591807,41.3
28.0,M,176.8,85.9,24.9,66.0,121.0,48.2,6.3,49.0,226.0,C,1,27.480753874818287,0.3463528578700315,0.7471605573631742,48.2
25.0,M,164.9,71.7,20.6,83.0,138.0,40.1,18.7,70.0,223.0,B,1,26.368039729317548,2.1488219849154317,0.7043762669111783,40.1
62.0,M,167.7,78.9,30.9,87.0,150.0,36.3,7.1,26.0,174.0,B,1,28.05503907970939,-1.6277799955606447,0.6658119328905591,36.3
25.0,M,185.9,78.76,18.3,72.0,119.0,49.3,5.0,39.0,219.0,D,1,22.790136581670495,-0.5119657740563495,0.7661594370018021,49.3
26.0,F,157.7,52.9,26.8,76.0,125.0,32.1,19.0,47.0,173.0,A,0,21.27121441746025,1.1613283248762467,0.8289689795159442,0.0
39.0,F,158.5,57.1,28.9,65.0,130.0,28.0,20.1,21.0,139.0,C,0,22.72885589467504,-0.7650098789061566,0.6896874484273894,0.0
26.0,M,178.9,82.8,22.3,89.0,132.0,52.7,11.6,44.0,192.0,C,1,25.870787912343015,-0.08280645809315898,0.8191421234899496,52.7
37.0,M,171.2,79.1,23.6,82.0,148.0,55.8,14.4,33.0,214.0,D,1,26.987891955629312,-1.026956953212178,0.9233457549261654,55.8
29.0,M,182.4,91.3,19.9,91.0,159.0,60.0,25.5,51.0,215.0,A,1,27.442338027085256,0.5180165842553077,0.8204421362672345,60.0
57.0,F,167.0,56.4,21.8,82.0,126.0,27.9,23.1,37.0,165.0,A,0,20.22302699989243,0.4204290157291685,0.6325842085215214,0.0
61.0,M,170.0,72.6,22.3,83.0,158.0,30.9,6.3,24.0,165.0,C,1,25.12110726643599,-1.799443721945921,0.5477732750460024,30.9
57.0,M,164.9,60.7,15.9,86.0,151.0,41.5,7.2,33.0,182.0,C,1,22.32273377363424,-1.026956953212178,0.8129492034077263,41.5
27.0,F,159.0,50.8,28.5,82.0,133.0,26.7,22.5,32.0,148.0,B,0,20.094141845654836,0.049979361155629426,0.7350916799735696,0.0
36.0,M,159.0,51.5,24.6,67.0,111.0,21.2,14.0,26.0,129.0,D,1,20.371029626992602,-1.6277799955606447,0.5459555509773119,21.2
38.0,M,167.0,63.0,9.8,70.0,115.0,43.3,24.21,49.0,228.0,A,1,22.589551436050055,0.3463528578700315,0.7619751522190547,43.3
29.0,M,181.4,81.12,25.2,78.0,131.0,43.0,8.1,42.0,178.0,C,1,24.6520691084533,-0.25447018447843517,0.7086616249512177,43.0
31.0,M,178.3,79.1,13.7,78.0,129.0,55.3,15.0,46.0,217.0,B,1,24.88134179319924,0.08885726829211721,0.8100985448989427,55.3
25.0,F,163.3,53.4,24.9,88.0,138.0,33.7,21.1,43.0,169.0,A,0,20.024832292029554,0.8649686012174155,0.8403277527591178,0.0
39.0,M,167.5,72.8,24.8,75.0,142.0,37.7,8.6,46.0,205.0,C,1,25.94787257741145,0.08885726829211721,0.6886398176291795,37.7
23.0,M,168.2,65.8,18.8,73.0,130.0,42.8,12.5,48.0,213.0,B,1,23.25808271394255,0.2605209946773934,0.8010540973542755,42.8
21.0,M,170.9,71.1,12.9,82.0,142.0,40.4,22.2,57.0,249.0,C,1,24.34363766532531,1.0330077634111363,0.6523694413360009,40.4
33.0,M,172.8,70.2,28.9,68.0,103.0,39.8,7.8,40.0,199.0,C,1,23.50983796296296,-0.4261339108637114,0.7974002348123304,39.8
29.0,M,175.6,84.5,21.1,78.0,107.0,65.2,12.5,49.0,240.0,B,1,27.403604173909432,0.3463528578700315,0.9779437682333267,65.2
23.0,F,161.6,52.4,30.4,84.0,137.0,26.0,13.0,36.0,185.0,C,0,20.065434761297915,0.34633908481446074,0.712906905325963,0.0
42.0,F,162.7,69.1,35.1,77.0,123.0,23.3,21.0,16.0,136.0,D,0,26.103752404964027,-1.1354595334796957,0.5195569717633051,0.0
28.0,F,160.9,67.2,37.0,80.0,123.0,31.2,23.2,32.0,163.0,B,0,25.95716064199166,0.049979361155629426,0.7369614512471654,0.0
48.0,M,177.5,78.5,16.6,83.0,139.0,47.8,-0.5,60.0,212.0,D,1,24.915691331085103,1.2905033529890506,0.7301165437077091,47.8
22.0,F,157.9,47.2,20.9,67.0,117.0,25.7,23.6,46.0,188.0,A,0,18.931182344586826,1.0872383939615389,0.6883584392208959,0.0
21.0,F,162.7,57.2,26.8,72.0,104.0,26.6,34.4,43.0,188.0,A,0,21.608316028421743,0.8649686012174155,0.6352936680805533,0.0
38.0,M,168.0,75.8,26.9,80.0,120.0,55.4,23.0,61.0,253.0,A,1,26.856575963718825,1.3763352161816886,0.9998231359795559,55.4
41.0,F,163.0,64.2,34.8,70.0,116.0,24.6,4.0,17.0,131.0,D,0,24.16349881440777,-1.061369602564988,0.5876956596525429,0.0
33.0,M,169.9,72.1,24.6,71.0,133.0,37.4,10.5,47.0,194.0,C,1,24.97747350603703,0.17468913148475532,0.6879628573635939,37.4
60.0,M,164.9,70.4,30.4,94.0,156.0,37.6,14.8,27.0,162.0,B,1,25.88995811637316,-1.5419481323680067,0.7673719958202716,37.6
64.0,M,164.3,66.82,15.8,78.0,141.0,43.3,19.3,41.0,178.0,A,1,24.753199634443916,-0.34030204767107325,0.769607574787016,43.3
27.0,F,158.9,58.9,33.9,76.0,122.0,23.2,14.4,35.0,165.0,B,0,23.327462522589816,0.2722491538997529,0.5958970433746266,0.0
48.0,M,190.0,85.9,6.2,90.0,120.0,56.9,16.8,39.0,219.0,C,1,23.795013850415515,-0.5119657740563495,0.7061813831226372,56.9
23.0,M,171.7,79.7,18.8,84.0,145.0,46.1,2.4,47.0,222.0,D,1,27.03446198537426,0.17468913148475532,0.7123387580273315,46.1
52.0,F,165.4,61.06,33.5,87.0,129.0,23.6,19.6,24.0,122.0,C,0,22.319568259278373,-0.5427400861620332,0.5812106420653665,0.0
52.0,F,156.5,61.1,37.1,93.0,152.0,28.8,21.9,21.0,147.0,B,0,24.946666802764142,-0.7650098789061566,0.7493774702785967,0.0
64.0,F,149.4,55.0,33.2,91.0,152.0,23.0,21.0,30.0,101.0,A,0,24.64117962255089,-0.09820050067378622,0.6260206859009255,0.0
34.0,M,167.3,71.8,31.9,94.0,125.0,33.5,9.2,30.0,192.0,D,1,25.652669288860128,-1.2844525427900924,0.68513042019969,33.5
27.0,M,172.2,69.4,14.1,96.0,144.0,48.2,23.9,59.0,235.0,A,1,23.404166346292634,1.2046714897964126,0.8085267702878154,48.2
28.0,F,160.1,59.6,28.5,61.0,103.0,28.4,19.9,46.0,183.0,A,0,23.252175697496998,1.0872383939615389,0.666447646313418,0.0
35.0,M,176.4,66.3,20.5,79.0,141.0,46.7,14.7,42.0,238.0,B,1,21.306708624492877,-0.25447018447843517,0.8860051035411746,46.7
32.0,M,172.3,69.6,17.9,73.0,151.0,39.6,-0.6,46.0,214.0,D,1,23.444376364430703,0.08885726829211721,0.6930152463354196,39.6
62.0,M,170.5,75.8,27.4,92.0,159.0,33.4,12.4,32.0,177.0,B,1,26.074767158865157,-1.112788816404816,0.6069328448795946,33.4
47.0,M,174.0,86.2,25.3,95.0,146.0,38.0,19.4,49.0,201.0,B,1,28.471396485665213,0.3463528578700315,0.5901409194395525,38.0
37.0,F,162.8,56.9,16.5,97.0,134.0,31.0,31.2,67.0,203.0,A,0,21.468587193402914,2.6431269431704036,0.6524736116519159,0.0
46.0,F,161.2,60.5,28.1,83.0,132.0,21.8,19.1,31.0,155.0,B,0,23.28226883978105,-0.0241105697590784,0.5011551856917896,0.0
